,oid,class_original,class_hierachical
3334,ZTF18abessnv,E,Periodic
3335,ZTF18abevezh,RRL,Periodic
3336,ZTF18abfsdyx,E,Periodic
3337,ZTF18abfxikx,RRL,Periodic
3338,ZTF18abfzjgt,CV/Nova,Stochastic
3339,ZTF18abgazzz,QSO,Stochastic
3340,ZTF18abghqlt,RRL,Periodic
3341,ZTF18abgtpxx,RRL,Periodic
3342,ZTF18abgxnkl,RRL,Periodic
3343,ZTF18abgyilz,E,Periodic
3344,ZTF18abhbxho,RRL,Periodic
3345,ZTF18abheaif,RRL,Periodic
3346,ZTF18abhpdpk,AGN,Stochastic
3347,ZTF18abihzad,Blazar,Stochastic
3348,ZTF18abimjov,LPV,Periodic
3349,ZTF18abimzkw,E,Periodic
3350,ZTF18abindtq,RRL,Periodic
3351,ZTF18abinmgc,RRL,Periodic
3352,ZTF18abjgfkr,LPV,Periodic
3353,ZTF18abjyacw,LPV,Periodic
3354,ZTF18abjylyl,QSO,Stochastic
3355,ZTF18abkohuy,RRL,Periodic
3356,ZTF18abkoigv,LPV,Periodic
3357,ZTF18abkwgdy,LPV,Periodic
3358,ZTF18ablmjso,RRL,Periodic
3359,ZTF18ablqjul,SNIa,Transient
3360,ZTF18ablqoqy,QSO,Stochastic
3361,ZTF18abmjvkv,E,Periodic
3362,ZTF18abmkaka,DSCT,Periodic
3363,ZTF18abmnwmj,RRL,Periodic
3364,ZTF18abmogvv,E,Periodic
3365,ZTF18abmotkx,RRL,Periodic
3366,ZTF18abmoubg,E,Periodic
3367,ZTF18abmppkr,E,Periodic
3368,ZTF18abmstch,E,Periodic
3369,ZTF18abmsttz,RRL,Periodic
3370,ZTF18abndppj,E,Periodic
3371,ZTF18abnncam,RRL,Periodic
3372,ZTF18abnopzf,LPV,Periodic
3373,ZTF18abnpbje,RRL,Periodic
3374,ZTF18abnpfre,RRL,Periodic
3375,ZTF18abntswq,RRL,Periodic
3376,ZTF18abnyhgf,RRL,Periodic
3377,ZTF18aboegbv,E,Periodic
3378,ZTF18abolwjg,AGN,Stochastic
3379,ZTF18abomxpv,RRL,Periodic
3380,ZTF18abomxpy,E,Periodic
3381,ZTF18aboryew,E,Periodic
3382,ZTF18abosyaq,E,Periodic
3383,ZTF18abotfhb,E,Periodic
3384,ZTF18abozuzg,RRL,Periodic
3385,ZTF18abpdzfz,E,Periodic
3386,ZTF18abpoxjf,RRL,Periodic
3387,ZTF18abqkbtd,QSO,Stochastic
3388,ZTF18abqwouv,QSO,Stochastic
3389,ZTF18abryrwz,E,Periodic
3390,ZTF18abrzcjl,YSO,Stochastic
3391,ZTF18abrzgcc,QSO,Stochastic
3392,ZTF18abskojc,E,Periodic
3393,ZTF18absnqco,E,Periodic
3394,ZTF18absqhtn,E,Periodic
3395,ZTF18abssezo,RRL,Periodic
3396,ZTF18abtoiyl,RRL,Periodic
3397,ZTF18abtpmgz,Blazar,Stochastic
3398,ZTF18abtswhz,E,Periodic
3399,ZTF18abtuobn,E,Periodic
3400,ZTF18abtxvpa,RRL,Periodic
3401,ZTF18abtyruo,RRL,Periodic
3402,ZTF18abudwwd,E,Periodic
3403,ZTF18abuiizm,LPV,Periodic
3404,ZTF18abuiyvo,RRL,Periodic
3405,ZTF18abuktlb,CV/Nova,Stochastic
3406,ZTF18abumrfa,E,Periodic
3407,ZTF18abutbcb,RRL,Periodic
3408,ZTF18abutwdk,LPV,Periodic
3409,ZTF18abuxzgg,E,Periodic
3410,ZTF18abvbpom,E,Periodic
3411,ZTF18abvexml,E,Periodic
3412,ZTF18abvkqpz,QSO,Stochastic
3413,ZTF18abvvuhy,E,Periodic
3414,ZTF18abvwxbg,E,Periodic
3415,ZTF18abwnobg,RRL,Periodic
3416,ZTF18abxptpc,CV/Nova,Stochastic
3417,ZTF18abxxnwl,LPV,Periodic
3418,ZTF18abydfjh,E,Periodic
3419,ZTF18acaajgq,E,Periodic
3420,ZTF18acaxryv,RRL,Periodic
3421,ZTF18acbufsy,QSO,Stochastic
3422,ZTF18acbzsoo,E,Periodic
3423,ZTF18accptkg,AGN,Stochastic
3424,ZTF18accvgos,AGN,Stochastic
3425,ZTF18acdvirc,E,Periodic
3426,ZTF18acehzkb,RRL,Periodic
3427,ZTF18aceiyno,YSO,Stochastic
3428,ZTF18acevxxn,E,Periodic
3429,ZTF18acezaae,QSO,Stochastic
3430,ZTF18acgrvlp,E,Periodic
3431,ZTF18acgulms,E,Periodic
3432,ZTF18achrmdg,E,Periodic
3433,ZTF18acnbopr,RRL,Periodic
3434,ZTF18acpflvp,YSO,Stochastic
3435,ZTF18acrwlnz,YSO,Stochastic
3436,ZTF18acrwmln,E,Periodic
3437,ZTF18acryfku,RRL,Periodic
3438,ZTF18acrygjc,QSO,Stochastic
3439,ZTF18acsjyhh,E,Periodic
3440,ZTF18acsouua,QSO,Stochastic
3441,ZTF18acszdny,E,Periodic
3442,ZTF18actbgzy,E,Periodic
3443,ZTF18acuegip,RRL,Periodic
3444,ZTF18acusmwk,RRL,Periodic
3445,ZTF18acvggcc,RRL,Periodic
3446,ZTF18acvigok,E,Periodic
3447,ZTF18acvwcil,QSO,Stochastic
3448,ZTF18acvwnhz,E,Periodic
3449,ZTF18acwrwms,RRL,Periodic
3450,ZTF18acwvfxb,E,Periodic
3451,ZTF18acwyyse,E,Periodic
3452,ZTF18acxhnjd,RRL,Periodic
3453,ZTF18acyciov,E,Periodic
3454,ZTF18acyuszm,E,Periodic
3455,ZTF18adacfgu,RRL,Periodic
3456,ZTF18adacfox,RRL,Periodic
3457,ZTF18adalkaw,RRL,Periodic
3458,ZTF18adbexhl,LPV,Periodic
3459,ZTF18adbidwi,E,Periodic
3460,ZTF18adbmcyg,RRL,Periodic
3461,ZTF19aaaqndm,RRL,Periodic
3462,ZTF19aabhqzo,RRL,Periodic
3463,ZTF19aacpmow,Blazar,Stochastic
3464,ZTF19aacudng,QSO,Stochastic
3465,ZTF19aacxfws,QSO,Stochastic
3466,ZTF19aadgeeu,QSO,Stochastic
3467,ZTF19aadhchl,RRL,Periodic
3468,ZTF19aadosgn,LPV,Periodic
3469,ZTF19aadouon,RRL,Periodic
3470,ZTF19aaedyyp,RRL,Periodic
3471,ZTF19aafltgv,RRL,Periodic
3472,ZTF19aafmtlp,AGN,Stochastic
3473,ZTF19aafocdh,DSCT,Periodic
3474,ZTF19aafyjpd,QSO,Stochastic
3475,ZTF19aajaxfx,QSO,Stochastic
3476,ZTF19aalezwv,QSO,Stochastic
3477,ZTF19aamqqjj,Blazar,Stochastic
3478,ZTF19aamwqto,RRL,Periodic
3479,ZTF19aannvbm,QSO,Stochastic
3480,ZTF19aanwpme,QSO,Stochastic
3481,ZTF19aanwqer,QSO,Stochastic
3482,ZTF19aapaivc,QSO,Stochastic
3483,ZTF19aapalsl,QSO,Stochastic
3484,ZTF19aapfgjj,QSO,Stochastic
3485,ZTF19aapfnjo,QSO,Stochastic
3486,ZTF19aapohdi,QSO,Stochastic
3487,ZTF19aapqcgy,LPV,Periodic
3488,ZTF19aardorb,RRL,Periodic
3489,ZTF19aargviy,LPV,Periodic
3490,ZTF19aargvlg,LPV,Periodic
3491,ZTF19aargvlh,LPV,Periodic
3492,ZTF19aarstfl,QSO,Stochastic
3493,ZTF19aasbnte,QSO,Stochastic
3494,ZTF19aasbsqu,QSO,Stochastic
3495,ZTF19aascfnz,QSO,Stochastic
3496,ZTF19aascntk,QSO,Stochastic
3497,ZTF19aasddvu,QSO,Stochastic
3498,ZTF19aasetnm,QSO,Stochastic
3499,ZTF19aatjtrj,QSO,Stochastic
3500,ZTF19aatstdm,QSO,Stochastic
3501,ZTF19aatuyni,QSO,Stochastic
3502,ZTF19aaufxeg,QSO,Stochastic
3503,ZTF19aauywaj,RRL,Periodic
3504,ZTF19aavlhzt,QSO,Stochastic
3505,ZTF19aawotrh,AGN,Stochastic
3506,ZTF19aawschw,RRL,Periodic
3507,ZTF19aaxkgpp,LPV,Periodic
3508,ZTF19aaxlhxn,LPV,Periodic
3509,ZTF19aaxpjzv,LPV,Periodic
3510,ZTF19aaxrosf,RRL,Periodic
3511,ZTF19aaxrszr,RRL,Periodic
3512,ZTF19aaxtzbm,RRL,Periodic
3513,ZTF19aaxtztn,RRL,Periodic
3514,ZTF19aayhrvv,E,Periodic
3515,ZTF19aayjhpd,E,Periodic
3516,ZTF19aaylizl,LPV,Periodic
3517,ZTF19aayxaxc,LPV,Periodic
3518,ZTF19abadcbq,E,Periodic
3519,ZTF19abapepn,RRL,Periodic
3520,ZTF19abapfig,RRL,Periodic
3521,ZTF19abebtrd,LPV,Periodic
3522,ZTF19abegvgt,QSO,Stochastic
3523,ZTF19abezrdk,QSO,Stochastic
3524,ZTF19abfxixy,RRL,Periodic
3525,ZTF19abglmpf,SNIa,Transient
3526,ZTF19abhcabg,QSO,Stochastic
3527,ZTF19abhensg,QSO,Stochastic
3528,ZTF19abirixf,QSO,Stochastic
3529,ZTF19abirppg,AGN,Stochastic
3530,ZTF19abiztxt,QSO,Stochastic
3531,ZTF19abkdbiq,QSO,Stochastic
3532,ZTF19ablfhcq,QSO,Stochastic
3533,ZTF19abqysfv,E,Periodic
3534,ZTF19abuqkik,AGN,Stochastic
3535,ZTF19acanrfi,QSO,Stochastic
3536,ZTF19acckeib,QSO,Stochastic
3537,ZTF19acduapy,QSO,Stochastic
3538,ZTF19adbricc,SNIa,Transient
3539,ZTF19adcclam,QSO,Stochastic
3540,ZTF19adcebon,QSO,Stochastic
3541,ZTF19adcetcu,QSO,Stochastic
3542,ZTF19adcfinh,QSO,Stochastic
3543,ZTF20aaaxqon,QSO,Stochastic
3544,ZTF20aabonyi,AGN,Stochastic
3545,ZTF20aabqlyq,QSO,Stochastic
3546,ZTF20aabqmgx,QSO,Stochastic
3547,ZTF20aadchdb,QSO,Stochastic
3548,ZTF20aadyhzn,QSO,Stochastic
3549,ZTF20aaerndp,QSO,Stochastic
3550,ZTF20aafsxho,QSO,Stochastic
3551,ZTF20aagxobv,AGN,Stochastic
3552,ZTF20aahqbib,SNIa,Transient
3553,ZTF20aairmjo,QSO,Stochastic
3554,ZTF20aaisxko,QSO,Stochastic
3555,ZTF20aajbwmh,AGN,Stochastic
3556,ZTF20aapcmmg,QSO,Stochastic
3557,ZTF20aascccw,QSO,Stochastic
3558,ZTF20aatqkwt,QSO,Stochastic
3559,ZTF20aavylli,QSO,Stochastic
3560,ZTF20aaxbydy,QSO,Stochastic
3561,ZTF20aazjjdy,QSO,Stochastic
3562,ZTF20aazqpsa,QSO,Stochastic
3563,ZTF20aazxxwh,QSO,Stochastic
3564,ZTF17aaaacnw,LPV,Periodic
3565,ZTF17aaaakfa,RRL,Periodic
3566,ZTF17aaabgkm,YSO,Stochastic
3567,ZTF17aaaeccr,LPV,Periodic
3568,ZTF17aaaemse,RRL,Periodic
3569,ZTF17aaaeusi,LPV,Periodic
3570,ZTF17aaafyyr,RRL,Periodic
3571,ZTF17aaagrjh,RRL,Periodic
3572,ZTF17aaaiziw,E,Periodic
3573,ZTF17aaajdfq,RRL,Periodic
3574,ZTF17aaanpij,RRL,Periodic
3575,ZTF17aaaobuu,RRL,Periodic
3576,ZTF17aaasflr,E,Periodic
3577,ZTF17aaaskyw,E,Periodic
3578,ZTF17aaasrys,YSO,Stochastic
3579,ZTF17aaawdit,E,Periodic
3580,ZTF17aaaxvjf,E,Periodic
3581,ZTF17aabhdun,RRL,Periodic
3582,ZTF17aabimtj,RRL,Periodic
3583,ZTF17aabuoji,E,Periodic
3584,ZTF17aabwdmh,E,Periodic
3585,ZTF17aabwimx,E,Periodic
3586,ZTF17aabwnkn,RRL,Periodic
3587,ZTF17aabwozi,E,Periodic
3588,ZTF17aacgpcx,Periodic-Other,Periodic
3589,ZTF17aackiex,RRL,Periodic
3590,ZTF17aacmzzg,E,Periodic
3591,ZTF17aacneyd,RRL,Periodic
3592,ZTF17aacqzqn,CEP,Periodic
3593,ZTF17aactnqi,E,Periodic
3594,ZTF17aacvxeq,RRL,Periodic
3595,ZTF17aacwmgf,RRL,Periodic
3596,ZTF17aacxftb,DSCT,Periodic
3597,ZTF17aadcsrq,E,Periodic
3598,ZTF17aadeboh,E,Periodic
3599,ZTF17aadeeia,E,Periodic
3600,ZTF17aadevrp,Periodic-Other,Periodic
3601,ZTF17aadfzdm,AGN,Stochastic
3602,ZTF17aadjkur,E,Periodic
3603,ZTF18aaaatnr,E,Periodic
3604,ZTF18aaaazor,E,Periodic
3605,ZTF18aaabcau,E,Periodic
3606,ZTF18aaabikv,E,Periodic
3607,ZTF18aaadprw,RRL,Periodic
3608,ZTF18aaaecar,E,Periodic
3609,ZTF18aaaerae,E,Periodic
3610,ZTF18aaaexkq,E,Periodic
3611,ZTF18aaafuff,E,Periodic
3612,ZTF18aaagcaj,RRL,Periodic
3613,ZTF18aaahzye,QSO,Stochastic
3614,ZTF18aaaimxb,E,Periodic
3615,ZTF18aaaiyed,RRL,Periodic
3616,ZTF18aaajfrv,RRL,Periodic
3617,ZTF18aaaozqp,RRL,Periodic
3618,ZTF18aaapejf,E,Periodic
3619,ZTF18aaaxffb,E,Periodic
3620,ZTF18aaazcik,E,Periodic
3621,ZTF18aabbbta,E,Periodic
3622,ZTF18aabejyj,E,Periodic
3623,ZTF18aabeydj,E,Periodic
3624,ZTF18aabiwbh,E,Periodic
3625,ZTF18aabjalb,RRL,Periodic
3626,ZTF18aabjoek,E,Periodic
3627,ZTF18aabkecw,E,Periodic
3628,ZTF18aabkkwm,RRL,Periodic
3629,ZTF18aabkvic,E,Periodic
3630,ZTF18aabpsgj,RRL,Periodic
3631,ZTF18aabsoxz,LPV,Periodic
3632,ZTF18aabvlun,RRL,Periodic
3633,ZTF18aabvmax,RRL,Periodic
3634,ZTF18aacmgwc,QSO,Stochastic
3635,ZTF18aactgtz,QSO,Stochastic
3636,ZTF18aaeklty,QSO,Stochastic
3637,ZTF18aaekoye,QSO,Stochastic
3638,ZTF18aaetwqi,QSO,Stochastic
3639,ZTF18aagigcx,E,Periodic
3640,ZTF18aagrhbf,Blazar,Stochastic
3641,ZTF18aagrtln,RRL,Periodic
3642,ZTF18aagrwkl,E,Periodic
3643,ZTF18aagwfli,RRL,Periodic
3644,ZTF18aagxiej,RRL,Periodic
3645,ZTF18aahkjak,QSO,Stochastic
3646,ZTF18aahsuwv,QSO,Stochastic
3647,ZTF18aahvhef,AGN,Stochastic
3648,ZTF18aahwquo,E,Periodic
3649,ZTF18aaidjiv,AGN,Stochastic
3650,ZTF18aailtih,QSO,Stochastic
3651,ZTF18aaizqhw,QSO,Stochastic
3652,ZTF18aajrnii,RRL,Periodic
3653,ZTF18aajrqjm,E,Periodic
3654,ZTF18aajrwlo,RRL,Periodic
3655,ZTF18aajtcqi,E,Periodic
3656,ZTF18aajtwxy,E,Periodic
3657,ZTF18aakpyrf,E,Periodic
3658,ZTF18aakyeqm,E,Periodic
3659,ZTF18aakytua,RRL,Periodic
3660,ZTF18aaluzam,RRL,Periodic
3661,ZTF18aamjezd,AGN,Stochastic
3662,ZTF18aampiyh,E,Periodic
3663,ZTF18aaogfpr,QSO,Stochastic
3664,ZTF18aapmolo,RRL,Periodic
3665,ZTF18aaptlai,E,Periodic
3666,ZTF18aaqnqsu,RRL,Periodic
3667,ZTF18aarcpfo,AGN,Stochastic
3668,ZTF18aasxkiq,E,Periodic
3669,ZTF18aatjkyl,RRL,Periodic
3670,ZTF18aatmjjb,QSO,Stochastic
3671,ZTF18aaudzme,LPV,Periodic
3672,ZTF18aaueleg,LPV,Periodic
3673,ZTF18aauitwk,QSO,Stochastic
3674,ZTF18aavehyo,LPV,Periodic
3675,ZTF18aavjnfw,E,Periodic
3676,ZTF18aavnukg,QSO,Stochastic
3677,ZTF18aavskda,RRL,Periodic
3678,ZTF18aavyoai,LPV,Periodic
3679,ZTF18aawdmtc,E,Periodic
3680,ZTF18aaxcxct,RRL,Periodic
3681,ZTF18aaxdaew,LPV,Periodic
3682,ZTF18aaxekhj,QSO,Stochastic
3683,ZTF18aaxlcfz,E,Periodic
3684,ZTF18aaxzyiz,QSO,Stochastic
3685,ZTF18aaykmvp,RRL,Periodic
3686,ZTF18aaymwnn,QSO,Stochastic
3687,ZTF18aayzpkg,E,Periodic
3688,ZTF18aazwday,DSCT,Periodic
3689,ZTF18aazwnbx,RRL,Periodic
3690,ZTF18aazzfea,E,Periodic
3691,ZTF18abacxpa,LPV,Periodic
3692,ZTF18abadioo,E,Periodic
3693,ZTF18abashuk,LPV,Periodic
3694,ZTF18abastui,LPV,Periodic
3695,ZTF18abaximd,RRL,Periodic
3696,ZTF18abbkkod,LPV,Periodic
3697,ZTF18abbklzp,LPV,Periodic
3698,ZTF18abbpwju,RRL,Periodic
3699,ZTF18abbueuv,CEP,Periodic
3700,ZTF18abccggb,E,Periodic
3701,ZTF18abcgnsi,RRL,Periodic
3702,ZTF18abclvul,RRL,Periodic
3703,ZTF18abcoeie,RRL,Periodic
3704,ZTF18abcoryj,E,Periodic
3705,ZTF18abcsjnr,RRL,Periodic
3706,ZTF18abcvvro,LPV,Periodic
3707,ZTF18abczeeo,E,Periodic
3708,ZTF18abdeawh,RRL,Periodic
3709,ZTF18abdgrdm,E,Periodic
3710,ZTF18abdgrnd,E,Periodic
3711,ZTF18abdiicx,LPV,Periodic
3712,ZTF18abdikqh,E,Periodic
3713,ZTF18abdlagq,LPV,Periodic
3714,ZTF18abdqbgb,E,Periodic
3715,ZTF18abeaiyp,E,Periodic
3716,ZTF18abebexb,LPV,Periodic
3717,ZTF18abecmnd,RRL,Periodic
3718,ZTF18abefwpg,RRL,Periodic
3719,ZTF18abehhud,LPV,Periodic
3720,ZTF18abehioi,LPV,Periodic
3721,ZTF18abenwlr,LPV,Periodic
3722,ZTF18abetdhi,E,Periodic
3723,ZTF18abexspa,LPV,Periodic
3724,ZTF18abezgey,E,Periodic
3725,ZTF18abflqnu,LPV,Periodic
3726,ZTF18abgaiyl,RRL,Periodic
3727,ZTF18abgcnps,RRL,Periodic
3728,ZTF18abgkjsr,E,Periodic
3729,ZTF18abgrkxr,LPV,Periodic
3730,ZTF18abgrubv,LPV,Periodic
3731,ZTF18abhoygj,LPV,Periodic
3732,ZTF18abinibd,RRL,Periodic
3733,ZTF18abivftv,RRL,Periodic
3734,ZTF18abjqikm,LPV,Periodic
3735,ZTF18abjqkov,E,Periodic
3736,ZTF18abjrfas,E,Periodic
3737,ZTF18abjtfoh,LPV,Periodic
3738,ZTF18abklagn,E,Periodic
3739,ZTF18ableqvz,RRL,Periodic
3740,ZTF18ablmjcp,LPV,Periodic
3741,ZTF18ablqelx,AGN,Stochastic
3742,ZTF18ablqlrp,RRL,Periodic
3743,ZTF18ablrdez,RRL,Periodic
3744,ZTF18ablrmqe,RRL,Periodic
3745,ZTF18ablscnx,LPV,Periodic
3746,ZTF18ablwpwv,E,Periodic
3747,ZTF18ablxkmx,RRL,Periodic
3748,ZTF18abmaqfp,LPV,Periodic
3749,ZTF18abmatxu,QSO,Stochastic
3750,ZTF18abmfwfl,LPV,Periodic
3751,ZTF18abmfwjj,LPV,Periodic
3752,ZTF18abmipjr,RRL,Periodic
3753,ZTF18abmnwpe,RRL,Periodic
3754,ZTF18abmpixh,E,Periodic
3755,ZTF18abmrmiv,E,Periodic
3756,ZTF18abmstqb,E,Periodic
3757,ZTF18abmxaep,RRL,Periodic
3758,ZTF18abmxarb,RRL,Periodic
3759,ZTF18abnchla,E,Periodic
3760,ZTF18abnjsma,RRL,Periodic
3761,ZTF18abnjukq,RRL,Periodic
3762,ZTF18abnjyxj,RRL,Periodic
3763,ZTF18abnjzns,LPV,Periodic
3764,ZTF18abnuihz,E,Periodic
3765,ZTF18abnyvgs,RRL,Periodic
3766,ZTF18abnzanh,E,Periodic
3767,ZTF18abobusf,RRL,Periodic
3768,ZTF18abolcsy,E,Periodic
3769,ZTF18abotanw,E,Periodic
3770,ZTF18abotjlu,E,Periodic
3771,ZTF18abpcgho,RRL,Periodic
3772,ZTF18abpdgjs,E,Periodic
3773,ZTF18abpfdsp,LPV,Periodic
3774,ZTF18abpnsfg,RRL,Periodic
3775,ZTF18abpumvr,E,Periodic
3776,ZTF18abrcfcm,QSO,Stochastic
3777,ZTF18absclqp,E,Periodic
3778,ZTF18absggic,RRL,Periodic
3779,ZTF18absgmpf,E,Periodic
3780,ZTF18abshrsf,Periodic-Other,Periodic
3781,ZTF18abslgdx,E,Periodic
3782,ZTF18absnjfr,LPV,Periodic
3783,ZTF18absoolz,RRL,Periodic
3784,ZTF18absutod,RRL,Periodic
3785,ZTF18absuxes,RRL,Periodic
3786,ZTF18abtdxkk,RRL,Periodic
3787,ZTF18abtdzov,RRL,Periodic
3788,ZTF18abtftgo,RRL,Periodic
3789,ZTF18abtgwxn,E,Periodic
3790,ZTF18abtjqpg,RRL,Periodic
3791,ZTF18abtvhdb,RRL,Periodic
3792,ZTF18abtzadp,E,Periodic
3793,ZTF18abucbda,RRL,Periodic
3794,ZTF18abufvca,E,Periodic
3795,ZTF18abuhzjq,E,Periodic
3796,ZTF18abuhzng,E,Periodic
3797,ZTF18abuiyag,AGN,Stochastic
3798,ZTF18abunfcq,RRL,Periodic
3799,ZTF18abunfki,E,Periodic
3800,ZTF18abuspso,RRL,Periodic
3801,ZTF18abusyxr,RRL,Periodic
3802,ZTF18abuvyqv,E,Periodic
3803,ZTF18abvbofk,E,Periodic
3804,ZTF18abvcdnb,E,Periodic
3805,ZTF18abvcdnt,E,Periodic
3806,ZTF18abvolwz,LPV,Periodic
3807,ZTF18abvtigk,E,Periodic
3808,ZTF18abvvuiq,DSCT,Periodic
3809,ZTF18abvztqb,QSO,Stochastic
3810,ZTF18abwbifm,RRL,Periodic
3811,ZTF18abwbjvb,E,Periodic
3812,ZTF18abwwdjb,RRL,Periodic
3813,ZTF18abxjawm,E,Periodic
3814,ZTF18abyneme,E,Periodic
3815,ZTF18abzxehe,E,Periodic
3816,ZTF18acakvao,Blazar,Stochastic
3817,ZTF18acaoelw,LPV,Periodic
3818,ZTF18acavmby,RRL,Periodic
3819,ZTF18acbwbsj,E,Periodic
3820,ZTF18acckoga,QSO,Stochastic
3821,ZTF18acckqlc,AGN,Stochastic
3822,ZTF18accndwe,RRL,Periodic
3823,ZTF18accnocl,QSO,Stochastic
3824,ZTF18accnpwb,AGN,Stochastic
3825,ZTF18acdsxoa,E,Periodic
3826,ZTF18acdvpxl,AGN,Stochastic
3827,ZTF18acebjyp,E,Periodic
3828,ZTF18aceuqwp,AGN,Stochastic
3829,ZTF18acevtnd,E,Periodic
3830,ZTF18acevvri,E,Periodic
3831,ZTF18acezcme,E,Periodic
3832,ZTF18acgpkju,RRL,Periodic
3833,ZTF18acgqvmq,E,Periodic
3834,ZTF18acgriua,LPV,Periodic
3835,ZTF18achjpcx,QSO,Stochastic
3836,ZTF18achnopk,LPV,Periodic
3837,ZTF18achvddy,E,Periodic
3838,ZTF18acnagnl,E,Periodic
3839,ZTF18acnoito,QSO,Stochastic
3840,ZTF18acownys,E,Periodic
3841,ZTF18acppyfd,QSO,Stochastic
3842,ZTF18acqfzeh,AGN,Stochastic
3843,ZTF18acqziad,RRL,Periodic
3844,ZTF18acrdvuj,E,Periodic
3845,ZTF18acrvsol,LPV,Periodic
3846,ZTF18acrwngo,E,Periodic
3847,ZTF18acskpnt,E,Periodic
3848,ZTF18acsnqyj,E,Periodic
3849,ZTF18actcefh,E,Periodic
3850,ZTF18actvcfn,RRL,Periodic
3851,ZTF18acuauuc,E,Periodic
3852,ZTF18acuepto,RRL,Periodic
3853,ZTF18aculozo,E,Periodic
3854,ZTF18acuriqu,LPV,Periodic
3855,ZTF18acuszbw,RRL,Periodic
3856,ZTF18acuxwdm,E,Periodic
3857,ZTF18acvemfd,RRL,Periodic
3858,ZTF18acvimpp,E,Periodic
3859,ZTF18acvvpii,E,Periodic
3860,ZTF18acvvsvu,E,Periodic
3861,ZTF18acvvxze,RRL,Periodic
3862,ZTF18acwfpla,LPV,Periodic
3863,ZTF18acwtsva,QSO,Stochastic
3864,ZTF18acwusay,E,Periodic
3865,ZTF18acwykpr,QSO,Stochastic
3866,ZTF18acwzdag,E,Periodic
3867,ZTF18acyymms,E,Periodic
3868,ZTF18aczokbt,LPV,Periodic
3869,ZTF18aczumzp,RRL,Periodic
3870,ZTF18aczvuat,E,Periodic
3871,ZTF18adailvq,RRL,Periodic
3872,ZTF18adazisk,E,Periodic
3873,ZTF18adazuol,Blazar,Stochastic
3874,ZTF18adbilfq,AGN,Stochastic
3875,ZTF18adfastb,E,Periodic
3876,ZTF19aaahdey,QSO,Stochastic
3877,ZTF19aaakflg,E,Periodic
3878,ZTF19aaapjsi,QSO,Stochastic
3879,ZTF19aabhaxi,QSO,Stochastic
3880,ZTF19aabkvtg,QSO,Stochastic
3881,ZTF19aabldmu,E,Periodic
3882,ZTF19aabzckq,QSO,Stochastic
3883,ZTF19aacfkva,LPV,Periodic
3884,ZTF19aacxktg,QSO,Stochastic
3885,ZTF19aacyotj,Blazar,Stochastic
3886,ZTF19aadeest,QSO,Stochastic
3887,ZTF19aadflra,QSO,Stochastic
3888,ZTF19aadgdnz,QSO,Stochastic
3889,ZTF19aadgkav,QSO,Stochastic
3890,ZTF19aadgojw,AGN,Stochastic
3891,ZTF19aaduguk,RRL,Periodic
3892,ZTF19aadurpk,RRL,Periodic
3893,ZTF19aaerfoj,RRL,Periodic
3894,ZTF19aaeslvf,E,Periodic
3895,ZTF19aafnsnh,RRL,Periodic
3896,ZTF19aaikuny,QSO,Stochastic
3897,ZTF19aajausu,QSO,Stochastic
3898,ZTF19aajxayj,QSO,Stochastic
3899,ZTF19aalbduf,QSO,Stochastic
3900,ZTF19aalbuvw,QSO,Stochastic
3901,ZTF19aalombr,AGN,Stochastic
3902,ZTF19aalosgk,QSO,Stochastic
3903,ZTF19aalwdka,QSO,Stochastic
3904,ZTF19aamcvrw,AGN,Stochastic
3905,ZTF19aamqtkv,RRL,Periodic
3906,ZTF19aanhgfc,AGN,Stochastic
3907,ZTF19aanogct,RRL,Periodic
3908,ZTF19aanvhcp,QSO,Stochastic
3909,ZTF19aaojlnz,QSO,Stochastic
3910,ZTF19aapfren,RRL,Periodic
3911,ZTF19aapqmdu,LPV,Periodic
3912,ZTF19aapqnxg,LPV,Periodic
3913,ZTF19aaqfhaf,QSO,Stochastic
3914,ZTF19aaqpwok,RRL,Periodic
3915,ZTF19aaqrofg,RRL,Periodic
3916,ZTF19aartgcc,QSO,Stochastic
3917,ZTF19aarzbzd,QSO,Stochastic
3918,ZTF19aatggop,QSO,Stochastic
3919,ZTF19aatiegk,LPV,Periodic
3920,ZTF19aatsnme,RRL,Periodic
3921,ZTF19aauepnw,LPV,Periodic
3922,ZTF19aauwire,E,Periodic
3923,ZTF19aauxfws,RRL,Periodic
3924,ZTF19aavpqic,QSO,Stochastic
3925,ZTF19aavqojn,Blazar,Stochastic
3926,ZTF19aawapxc,QSO,Stochastic
3927,ZTF19aawezjz,QSO,Stochastic
3928,ZTF19aawonnx,AGN,Stochastic
3929,ZTF19aawsbnf,RRL,Periodic
3930,ZTF19aawvvbe,RRL,Periodic
3931,ZTF19aaxfbpp,QSO,Stochastic
3932,ZTF19aaxkglp,RRL,Periodic
3933,ZTF19aaxkhds,RRL,Periodic
3934,ZTF19aaxqgvt,QSO,Stochastic
3935,ZTF19aayerht,RRL,Periodic
3936,ZTF19aayesio,QSO,Stochastic
3937,ZTF19aayjrdn,RRL,Periodic
3938,ZTF19aayjrke,RRL,Periodic
3939,ZTF19aayqgkq,LPV,Periodic
3940,ZTF19aaysugf,E,Periodic
3941,ZTF19abbxrxt,RRL,Periodic
3942,ZTF19abdbpqq,QSO,Stochastic
